ZINC09318613.mol2,COc1ccc(C(=O)N[C@@]2(C(F)(F)F)N=C(O)N(c3ccc(F)c(Cl)c3)C2=O)cc1OC
ZINC16544767.mol2,C[C@@H]1Cc2cc(S(N)(=O)=O)ccc2N1C(=O)CSc1ncc(-c2ccccc2)n1C
ZINC19876582.mol2,C[C@@H]([NH2+][C@H]1CCOC1=O)c1cc2cc(Br)ccc2o1
ZINC41896541.mol2,C#Cc1cccc(NC(=O)C(=O)N[C@H]2CC(C)(C)Cc3oc(C)cc32)c1
ZINC65445619.mol2,Cc1ccc([C@@H](C)NC(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)[nH+]c2)s1
ZINC67247398.mol2,COc1cc2c(cc1C[NH2+]Cc1ccc(N3CCC(CO)CC3)cc1)O[C@H](C)C2
ZINC40541186.mol2,Cc1cc(C)n(C[C@@H](C)CNC(=O)[C@@H]2CC(=O)Nc3ccccc32)n1
ZINC06160453.mol2,CN(C(=O)CSc1nc(-c2ccccc2)cn1N)[C@H]1CCS(=O)(=O)C1
ZINC44931824.mol2,C[C@H]1C[NH+]=C(N[C@@]2(C)CCS(=O)(=O)C2)S1
ZINC39934523.mol2,CC[C@]1(C)NC(=O)N(NC(=O)CS[C@H]2NN=C(C3=c4ccccc4=[NH+]C3)N2C2CC2)C1=O
ZINC62336730.mol2,Cc1ncc(COc2ccc3c(c2)OC(C)(C)C[C@@H]3[NH3+])s1
ZINC43288586.mol2,Cc1cc(C)cc(O[C@@H](C[NH3+])c2cc(Br)cs2)c1
ZINC12896948.mol2,C[C@H]1CCC[C@H](C)C12NC(=O)N(CN(C1CC1)[C@@H]1CCS(=O)(=O)C1)C2=O
ZINC04131313.mol2,C/C(=N\NC(=[NH2+])S[C@@H]1CC(=O)N(c2ccc(F)cc2)C1=O)c1ccc(Cl)cc1
ZINC39399035.mol2,O=C(Nc1cccc(-c2ccn[nH]2)c1)[C@H]1CC[N@H+](C[C@@H]2N=CCS2)CC1
ZINC12345818.mol2,C=CCc1cccc(C[N@H+]2[C@H]3CC[C@@H]2C[C@@](O)(c2ccc(OC)cc2)C3)c1O
ZINC61691542.mol2,Cc1ccc(C(=O)Nc2cc(C#CCO)ccc2Cl)o1
